season,week,game_type,team,position,depth_chart_position,jersey_number,status,status_description_abbr,full_name,football_name,first_name,last_name,gsis_id,pfr_id,espn_id,sleeper_id,years_exp,rookie_year,birth_date,height,weight,college,entry_year,draft_club,draft_number,pfr_id_conflict,pfr_id_source,data_split
2020,1,REG,ARI,DL,DT,98,ACT,A01,Corey Peters,Corey,Corey,Peters,00-0027686,PeteCo00,13292,608,10,2010,1988-06-08,75.0,335,Kentucky,2010,ATL,83,false,player_identity,training
2020,1,REG,ARI,DB,CB,21,ACT,A01,Patrick Peterson,Patrick,Patrick,Peterson,00-0027943,PetePa00,13980,972,9,2011,1990-07-11,73.0,203,Louisiana State,2011,ARI,5,false,player_identity,training
2020,1,REG,ARI,LB,OLB,50,UFA,,Brooks Reed,Brooks,Brooks,Reed,00-0027980,ReedBr00,13997,855,9,2011,1987-02-28,75.0,254,Arizona,2011,HOU,,false,player_identity,training
2020,1,REG,ARI,OL,OT,76,NWT,,Marcus Gilbert,Marcus,Marcus,Gilbert,00-0028001,GilbMa00,,,9,2011,1988-02-15,78.0,330,Florida,2011,PIT,,false,player_identity,training
2020,1,REG,ARI,TE,TE,85,UFA,,Charles Clay,Charles,Charles,Clay,00-0028112,ClayCh00,14145,801,9,2011,1989-02-13,75.0,246,Tulsa,2011,MIA,,false,player_identity,training
2020,1,REG,ARI,LS,LS,46,ACT,A01,Aaron Brewer,Aaron,Aaron,Brewer,00-0028946,BrewAa00,15241,1122,8,2012,1990-07-05,77.0,232,San Diego State,2012,,,false,player_identity,training
2020,1,REG,ARI,OL,G,64,ACT,A01,J.R. Sweezy,J.R.,Justin,Sweezy,00-0029146,SweeJ.00,15025,1243,8,2012,1989-04-08,77.0,310,North Carolina State,2012,SEA,225,false,player_identity,training
2020,1,REG,ARI,OL,T,68,ACT,A01,Kelvin Beachum,Kelvin,Kelvin,Beachum,00-0029316,BeacKe00,,,8,2012,1989-06-08,75.0,308,Southern Methodist,2012,PIT,248,false,player_identity,training
2020,1,REG,ARI,DB,CB,20,ACT,A01,Dre Kirkpatrick,Dre,D'Andre,Kirkpatrick,00-0029560,KirkDr00,14940,1068,8,2012,1989-10-26,74.0,190,Alabama,2012,CIN,17,false,player_identity,training
2020,1,REG,ARI,LB,OLB,55,ACT,A01,Chandler Jones,Chandler,Chandler,Jones,00-0029585,JoneCh03,14927,1038,8,2012,1990-02-27,77.0,265,Syracuse,2012,NE,21,false,player_identity,training
2020,1,REG,ARI,DB,SS,31,ACT,A01,Chris Banjo,Chris,Ayorunmi,Banjo,00-0029747,BanjCh00,15782,1442,7,2013,1990-02-26,70.0,207,Southern Methodist,2013,,,false,player_identity,training
2020,1,REG,ARI,OL,T,79,UFA,,Jordan Mills,Jordan,Jordan,Mills,00-0030046,MillJo02,,,7,2013,1990-12-24,77.0,316,Louisiana Tech,2013,CHI,,false,player_identity,training
2020,1,REG,ARI,DB,CB,23,RES,,Robert Alford,Robert,Robert,Alford,00-0030528,AlfoRo00,15817,1540,7,2013,1988-11-01,70.0,186,Southeastern Louisiana,2013,ATL,,false,player_identity,training
2020,1,REG,ARI,WR,WR,10,ACT,A01,DeAndre Hopkins,DeAndre,DeAndre,Hopkins,00-0030564,HopkDe00,15795,1426,7,2013,1992-06-06,73.0,212,Clemson,2013,HOU,27,false,player_identity,training
2020,1,REG,ARI,OL,G,67,ACT,A01,Justin Pugh,Justin,Justin,Pugh,00-0030585,PughJu00,,,7,2013,1990-08-15,77.0,311,Syracuse,2013,NYG,19,false,player_identity,training
2020,1,REG,ARI,OL,G,68,UFA,,Jeremy Vujnovich,Jeremy,Jeremy,Vujnovich,00-0030629,VujnJe00,,,7,2014,1990-10-12,77.0,300,Louisiana College,2013,,,false,player_identity,training
2020,1,REG,ARI,P,P,9,DEV,,Richie Leone,Richie,Richard,Leone,00-0030696,LeonRi01,,,6,2014,1992-03-10,75.0,211,Houston,2014,,,false,player_identity,training
2020,1,REG,ARI,LB,OLB,42,ACT,A01,Devon Kennard,Devon,Devon,Kennard,00-0031241,KennDe00,16820,2084,6,2014,1991-06-24,75.0,256,Southern California,2014,NYG,174,false,player_identity,training
2020,1,REG,ARI,DL,DT,97,ACT,A01,Jordan Phillips,Jordan,Jordan,Phillips,00-0031557,PhilJo01,2577466,2357,5,2015,1992-09-21,78.0,341,Oklahoma,2015,MIA,52,false,player_identity,training
2020,1,REG,ARI,TE,TE,87,ACT,A01,Maxx Williams,Maxx,Maxx,Williams,00-0031558,WillMa04,2970726,2360,5,2015,1994-04-12,76.0,252,Minnesota,2015,BAL,55,false,player_identity,training
2020,1,REG,ARI,QB,QB,7,INA,A01,Brett Hundley,Brett,Brett,Hundley,00-0031589,HundBr00,2577189,2450,5,2015,1993-06-15,75.0,226,UCLA,2015,GB,147,false,player_identity,training
2020,1,REG,ARI,DL,DE,96,ACT,A01,Angelo Blackson,Angelo,Angelo,Blackson,00-0032107,BlacAn00,2574582,2405,5,2015,1992-11-14,76.0,318,Auburn,2015,TEN,100,false,player_identity,training
2020,1,REG,ARI,LB,MLB,58,ACT,A01,Jordan Hicks,Jordan,Jordan,Hicks,00-0032129,HickJo00,2514270,2389,5,2015,1992-06-27,73.0,236,Texas,2015,PHI,84,false,player_identity,training
2020,1,REG,ARI,DL,DT,95,RET,,Rodney Gunter,Rodney,Rodney,Gunter,00-0032131,GuntRo00,2507719,2421,5,2015,1992-01-19,77.0,305,Delaware State,2015,ARI,,false,player_identity,training
2020,1,REG,ARI,OL,G,73,ACT,A01,Max Garcia,Max,Max,Garcia,00-0032132,GarcMa00,,,5,2015,1991-11-09,76.0,309,Florida,2015,DEN,133,false,player_identity,training
2020,1,REG,ARI,OL,OT,74,ACT,A01,D.J. Humphries,D.J.,DeMarcus,Humphries,00-0032222,HumpD.00,,,5,2015,1993-12-28,77.0,307,Florida,2015,ARI,24,false,player_identity,training
2020,1,REG,ARI,LB,OLB,59,ACT,A01,De'Vondre Campbell,De'Vondre,De'Vondre,Campbell,00-0032401,CampDe00,3040180,3276,4,2016,1993-07-01,75.0,232,Minnesota,2016,ATL,115,false,player_identity,training
2020,1,REG,ARI,OL,OT,71,ACT,A01,Justin Murray,Justin,Justin,Murray,00-0032528,MurrJu00,,,4,2016,1993-04-19,77.0,315,Cincinnati,2016,,,false,player_identity,training
2020,1,REG,ARI,DB,FS,28,ACT,A01,Charles Washington,Charles,Charles,Washington,00-0032560,WashCh01,2579163,3714,4,2016,1993-03-10,70.0,192,Fresno State,2016,,,false,player_identity,training
2020,1,REG,ARI,DL,DT,93,DEV,A01,Trevon Coley,Trevon,Trevon,Coley,00-0032566,ColeTr01,2982880,3676,4,2016,1994-07-13,73.0,310,Florida Atlantic,2016,,,false,player_identity,training
2020,1,REG,ARI,RB,RB,37,ACT,A01,D.J. Foster,D.J.,Darryll,Foster,00-0032577,FostD.01,2978124,3488,4,2016,1993-11-22,72.0,205,Arizona State,2016,,,false,player_identity,training
2020,1,REG,ARI,DB,SS,44,DEV,A01,Kentrell Brice,Kentrell,Kentrell,Brice,00-0032628,BricKe00,2971881,3716,4,2016,1994-08-11,71.0,200,Louisiana Tech,2016,,,false,player_identity,training
2020,1,REG,ARI,DB,CB,34,CUT,,Duke Thomas,Duke,Orlando,Thomas,00-0032735,ThomDu02,,,4,2016,1994-05-21,71.0,185,Texas,2016,,,false,player_identity,training
2020,1,REG,ARI,DB,CB,27,ACT,A01,Kevin Peterson,Kevin,Kevin,Peterson,00-0032848,PeteKe01,2977742,3527,4,2016,1994-03-22,71.0,185,Oklahoma State,2016,,,false,player_identity,training
2020,1,REG,ARI,DB,CB,32,CUT,A01,Ken Crawley,Ken,Kenneth,Crawley,00-0032875,CrawKe02,2979612,3426,4,2016,1993-02-08,73.0,180,Colorado,2016,,,false,player_identity,training
2020,1,REG,ARI,DL,DE,90,DEV,A01,Jonathan Bullard,Jonathan,Jonathan,Bullard,00-0033093,BullJo00,2980097,3241,4,2016,1993-10-22,75.0,296,Florida,2016,CHI,72,false,player_identity,training
2020,1,REG,ARI,RB,RB,41,ACT,A01,Kenyan Drake,Kenyan,Kenyan,Drake,00-0033118,DrakKe00,2979843,3242,4,2016,1994-01-26,73.0,211,Alabama,2016,MIA,73,false,player_identity,training
2020,1,REG,ARI,TE,TE,81,ACT,A01,Darrell Daniels,Darrell,Darrell,Daniels,00-0033258,DaniDa02,3052166,4323,3,2017,1994-11-22,75.0,256,Washington,2017,,,false,player_identity,training
2020,1,REG,ARI,LB,LB,51,ACT,A01,Tanner Vallejo,Tanner,Tanner,Vallejo,00-0033580,VallTa00,3042895,4225,3,2017,1994-12-16,73.0,228,Boise State,2017,BUF,195,false,player_identity,training
2020,1,REG,ARI,WR,WR,84,DEV,A01,Andre Patton,Andre,Andre,Patton,00-0033705,PattAn00,3047504,4669,3,2017,1994-05-28,74.0,200,Rutgers,2017,,,false,player_identity,training
2020,1,REG,ARI,K,K,5,ACT,A01,Zane Gonzalez,Zane,Zane,Gonzalez,00-0033862,GonzZa00,3043234,4233,3,2017,1995-05-07,72.0,202,Arizona State,2017,CLE,224,false,player_identity,training
2020,1,REG,ARI,LB,ILB,43,ACT,A01,Haason Reddick,Haason,Haason,Reddick,00-0033875,ReddHa00,2980504,4063,3,2017,1994-09-22,73.0,235,Temple,2017,ARI,13,false,player_identity,training
2020,1,REG,ARI,DB,FS,32,ACT,A01,Budda Baker,Budda,Budda,Baker,00-0033890,BakeBu00,3127287,4081,3,2017,1996-01-10,70.0,195,Washington,2017,ARI,36,false,player_identity,training
2020,1,REG,ARI,TE,TE,85,ACT,A01,Dan Arnold,Dan,Daniel,Arnold,00-0034011,ArnoDa00,4212989,4741,3,2017,1995-03-15,78.0,220,Wisconsin-Platteville,2017,,,false,player_identity,training
2020,1,REG,ARI,LB,LB,49,ACT,A01,Kylie Fitts,Kylie,Kylie,Fitts,00-0034404,FittKy00,3047582,5069,2,2018,1994-10-11,76.0,260,Utah,2018,CHI,181,false,player_identity,training
2020,1,REG,ARI,OL,G,77,CUT,A01,Sam Jones,Sam,Samuel,Jones,00-0034405,JoneSa00,,,2,2018,1996-02-21,77.0,290,Arizona State,2018,DEN,183,false,player_identity,training
2020,1,REG,ARI,WR,WR,84,CUT,A01,Dylan Cantrell,Dylan,Dylan,Cantrell,00-0034409,CantDy00,3052576,5103,2,2018,1994-06-29,75.0,226,Texas Tech,2018,LAC,191,false,player_identity,training
2020,1,REG,ARI,TE,TE,80,DEV,A01,Jordan Thomas,Jordan,Jordan,Thomas,00-0034420,ThomJo05,4035379,5117,2,2018,1996-08-02,77.0,277,Mississippi State,2018,HOU,211,false,player_identity,training
2020,1,REG,ARI,DB,CB,30,CUT,,Jalen Davis,Jalen,Jalen,Davis,00-0034446,DaviJa06,3125356,5222,2,2018,1996-02-02,70.0,185,Utah State,2018,,,false,player_identity,training
2020,1,REG,ARI,LB,LB,45,ACT,A01,Dennis Gardeck,Dennis,Dennis,Gardeck,00-0034473,GardDe01,4334300,5158,2,2018,1994-08-09,72.0,232,Sioux Falls,2018,,,false,player_identity,training
2020,1,REG,ARI,DB,CB,28,CUT,,Deatrick Nichols,Deatrick,Deatrick,Nichols,00-0034481,NichDe00,3126311,5159,2,2018,1994-06-08,70.0,189,South Florida,2018,,,false,player_identity,training
2020,1,REG,ARI,WR,WR,16,ACT,A01,Trent Sherfield,Trent,Trent,Sherfield,00-0034487,SherTr00,3122168,5154,2,2018,1996-02-26,73.0,219,Vanderbilt,2018,,,false,player_identity,training
2020,1,REG,ARI,LB,LB,47,ACT,A01,Zeke Turner,Ezekiel,Ezekiel,Turner,00-0034490,TurnZe00,3894901,5161,2,2018,1996-06-09,74.0,214,Washington,2018,,,false,player_identity,training
2020,1,REG,ARI,P,P,9,CUT,A01,Ryan Winslow,Ryan,Ryan,Winslow,00-0034606,WinsRy00,3045166,5639,2,2018,1994-04-30,77.0,217,Pittsburgh,2018,,,false,player_identity,training
2020,1,REG,ARI,DB,CB,25,DEV,A01,Chris Jones,Chris,Christopher,Jones,00-0034641,JoneCh06,3116104,2682,2,2018,1995-08-13,72.0,200,Nebraska,2018,,,false,player_identity,training
2020,1,REG,ARI,RB,RB,29,ACT,A01,Chase Edmonds,Chase,Chase,Edmonds,00-0034681,EdmoCh00,3119195,5000,2,2018,1996-04-13,69.0,210,Fordham,2018,ARI,134,false,player_identity,training
2020,1,REG,ARI,WR,WR,13,ACT,A01,Christian Kirk,Christian,Christian,Kirk,00-0034775,KirkCh01,3895856,4950,2,2018,1996-11-18,71.0,200,Texas A&amp;M,2018,ARI,47,false,player_identity,training
2020,1,REG,ARI,OL,C,52,ACT,A01,Mason Cole,Mason,Mason,Cole,00-0034785,ColeMa02,,,2,2018,1996-03-28,77.0,292,Michigan,2018,ARI,97,false,player_identity,training
2020,1,REG,ARI,QB,QB,1,ACT,A01,Kyler Murray,Kyler,Kyler,Murray,00-0035228,MurrKy00,3917315,5849,1,2019,1997-08-07,70.0,207,Oklahoma,2019,ARI,1,false,player_identity,training
2020,1,REG,ARI,DB,CB,33,ACT,A01,Byron Murphy,Byron,Byron,Murphy,00-0035236,MurpBy00,4038999,5864,1,2019,1998-01-18,71.0,190,Washington,2019,ARI,33,false,player_identity,training
2021,1,REG,ARI,P,P,14,ACT,A01,Andy Lee,Andy,Andy,Lee,00-0022824,LeexAn20,5713,112,17,2004,1982-08-11,73.0,185,Pittsburgh,2004,SF,188,false,player_identity,training
2021,1,REG,ARI,K,K,5,ACT,A01,Matt Prater,Matt,Matt,Prater,00-0023853,PratMa20,11122,17,15,2006,1984-08-10,70.0,201,Central Florida,2006,,,false,player_identity,training
2021,1,REG,ARI,DL,DT,98,ACT,A01,Corey Peters,Corey,Corey,Peters,00-0027686,PeteCo00,13292,608,11,2010,1988-06-08,75.0,335,Kentucky,2010,ATL,83,false,player_identity,training
2021,1,REG,ARI,QB,QB,12,ACT,A01,Colt McCoy,Colt,Daniel,McCoy,00-0027688,McCoCo00,13199,533,11,2010,1986-09-05,73.0,212,Texas,2010,CLE,85,false,player_identity,training
2021,1,REG,ARI,WR,WR,18,ACT,A01,A.J. Green,A.J.,Adriel,Green,00-0027942,GreeA.00,13983,830,10,2011,1988-07-31,76.0,210,Georgia,2011,CIN,4,false,player_identity,training
2021,1,REG,ARI,DL,DE,99,ACT,A01,J.J. Watt,J.J.,Justin,Watt,00-0027949,WattJ.00,13979,856,10,2011,1989-03-22,77.0,288,Wisconsin,2011,HOU,11,false,player_identity,training
2021,1,REG,ARI,OL,C,61,ACT,A01,Rodney Hudson,Rodney,Rodney,Hudson,00-0027993,HudsRo00,,,10,2011,1989-07-12,74.0,315,Florida State,2011,KC,55,false,player_identity,training
2021,1,REG,ARI,OL,T,76,RET,R02,Marcus Gilbert,Marcus,Marcus,Gilbert,00-0028001,GilbMa00,,,10,2011,1988-02-15,78.0,330,Florida,2011,PIT,63,false,player_identity,training
2021,1,REG,ARI,LS,LS,46,ACT,A01,Aaron Brewer,Aaron,Aaron,Brewer,00-0028946,BrewAa00,15241,1122,9,2012,1990-07-05,77.0,232,San Diego State,2012,,,false,player_identity,training
2021,1,REG,ARI,OL,T,68,ACT,A01,Kelvin Beachum,Kelvin,Kelvin,Beachum,00-0029316,BeacKe00,,,9,2012,1989-06-08,75.0,308,Southern Methodist,2012,PIT,248,false,player_identity,training
2021,1,REG,ARI,LB,OLB,55,ACT,A01,Chandler Jones,Chandler,Chandler,Jones,00-0029585,JoneCh03,14927,1038,9,2012,1990-02-27,77.0,265,Syracuse,2012,NE,21,false,player_identity,training
2021,1,REG,ARI,DL,DE,69,RES,R01,Jack Crawford,Jack,Jack,Crawford,00-0029627,CrawJa00,15090,1136,9,2012,1988-09-07,77.0,288,Penn State,2012,OAK,158,false,player_identity,training
2021,1,REG,ARI,DB,FS,31,DEV,P07,Chris Banjo,Chris,Ayorunmi,Banjo,00-0029747,BanjCh00,15782,1442,8,2013,1990-02-26,70.0,207,Southern Methodist,2013,,,false,player_identity,training
2021,1,REG,ARI,OL,G,65,ACT,A01,Brian Winters,Brian,Brian,Winters,00-0030066,WintBr00,,,8,2013,1991-07-10,76.0,320,Kent State,2013,NYJ,72,false,player_identity,training
2021,1,REG,ARI,TE,TE,86,ACT,A01,Demetrius Harris,Demetrius,Demetrius,Harris,00-0030155,HarrDe03,16318,1619,8,2013,1991-07-29,79.0,230,Wisconsin-Milwaukee,2013,,,false,player_identity,training
2021,1,REG,ARI,DB,SS,36,CUT,A01,Shawn Williams,Shawn,Shawn,Williams,00-0030471,WillSh02,15877,1395,8,2013,1991-05-13,72.0,210,Georgia,2013,CIN,84,false,player_identity,training
2021,1,REG,ARI,DB,CB,23,ACT,A01,Robert Alford,Robert,Robert,Alford,00-0030528,AlfoRo00,15817,1540,8,2013,1988-11-01,70.0,186,Southeastern Louisiana,2013,ATL,60,false,player_identity,training
2021,1,REG,ARI,WR,WR,10,ACT,A01,DeAndre Hopkins,DeAndre,DeAndre,Hopkins,00-0030564,HopkDe00,15795,1426,8,2013,1992-06-06,73.0,212,Clemson,2013,HOU,27,false,player_identity,training
2021,1,REG,ARI,OL,G,67,ACT,A01,Justin Pugh,Justin,Justin,Pugh,00-0030585,PughJu00,,,8,2013,1990-08-15,77.0,311,Syracuse,2013,NYG,19,false,player_identity,training
2021,1,REG,ARI,DL,DE,96,CUT,A01,Josh Mauro,Josh,Josh,Mauro,00-0030883,MaurJo00,17017,1920,7,2014,1991-02-17,78.0,290,Stanford,2014,,,false,player_identity,training
2021,1,REG,ARI,DB,CB,21,RET,R02,Malcolm Butler,Malcolm,Malcolm,Butler,00-0031218,ButlMa01,17435,1834,7,2014,1990-03-02,71.0,190,West Alabama,2014,,,false,player_identity,training
2021,1,REG,ARI,LB,OLB,42,ACT,A01,Devon Kennard,Devon,Devon,Kennard,00-0031241,KennDe00,16820,2084,7,2014,1991-06-24,75.0,256,Southern California,2014,NYG,174,false,player_identity,training
2021,1,REG,ARI,DB,CB,30,RES,R01,Darqueze Dennard,Darqueze,Darqueze,Dennard,00-0031380,DennDa00,16718,1887,7,2014,1991-10-10,71.0,205,Michigan State,2014,CIN,24,false,player_identity,training
2021,1,REG,ARI,DL,DE,97,RES,R01,Jordan Phillips,Jordan,Jordan,Phillips,00-0031557,PhilJo01,2577466,2357,6,2015,1992-09-21,78.0,341,Oklahoma,2015,MIA,52,false,player_identity,training
2021,1,REG,ARI,TE,TE,87,ACT,A01,Maxx Williams,Maxx,Maxx,Williams,00-0031558,WillMa04,2970726,2360,6,2015,1994-04-12,76.0,252,Minnesota,2015,BAL,55,false,player_identity,training
2021,1,REG,ARI,LB,OLB,44,ACT,A01,Markus Golden,Markus,Markus,Golden,00-0032127,GoldMa00,2971432,2363,6,2015,1991-03-13,75.0,260,Missouri,2015,ARI,58,false,player_identity,training
2021,1,REG,ARI,LB,ILB,58,ACT,A01,Jordan Hicks,Jordan,Jordan,Hicks,00-0032129,HickJo00,2514270,2389,6,2015,1992-06-27,73.0,236,Texas,2015,PHI,84,false,player_identity,training
2021,1,REG,ARI,OL,G,73,ACT,A01,Max Garcia,Max,Max,Garcia,00-0032132,GarcMa00,,,6,2015,1991-11-09,76.0,309,Florida,2015,DEN,133,false,player_identity,training
2021,1,REG,ARI,OL,T,74,ACT,A01,D.J. Humphries,D.J.,DeMarcus,Humphries,00-0032222,HumpD.00,,,6,2015,1993-12-28,77.0,307,Florida,2015,ARI,24,false,player_identity,training
2021,1,REG,ARI,TE,TE,43,DEV,P07,Ross Travis,Ross,Ross,Travis,00-0032319,TravRo00,3936647,3041,6,2016,1993-01-09,79.0,248,Penn State,2015,,,false,player_identity,training
2021,1,REG,ARI,OL,T,71,ACT,A01,Justin Murray,Justin,Justin,Murray,00-0032528,MurrJu00,,,5,2016,1993-04-19,77.0,315,Cincinnati,2016,,,false,player_identity,training
2021,1,REG,ARI,DB,FS,28,ACT,A01,Charles Washington,Charles,Charles,Washington,00-0032560,WashCh01,2579163,3714,5,2016,1993-03-10,70.0,192,Fresno State,2016,,,false,player_identity,training
2021,1,REG,ARI,WR,WR,89,DEV,P07,Josh Doctson,Josh,Joshua,Doctson,00-0032760,DoctJo00,2576019,3178,5,2016,1992-12-03,74.0,206,Texas Christian,2016,WAS,22,false,player_identity,training
2021,1,REG,ARI,LB,ILB,54,CUT,A01,Terrance Smith,Terrance,Terrance,Smith,00-0032820,SmitTe04,2576809,3417,5,2016,,74.0,235,Florida State,2016,,,false,player_identity,training
2021,1,REG,ARI,OL,C,53,DEV,W03,Marcus Henry,Marcus,Marcus,Henry,00-0032877,,,,5,2016,1993-02-11,74.0,303,Boise State,2016,,,false,unavailable,training
2021,1,REG,ARI,DB,CB,27,CUT,A01,Daryl Worley,Daryl,Daryl,Worley,00-0032891,WorlDa00,3042436,3246,5,2016,1995-02-22,73.0,215,West Virginia,2016,CAR,77,false,player_identity,training
2021,1,REG,ARI,DB,CB,33,ACT,A01,Antonio Hamilton,Antonio,Antonio,Hamilton,00-0032933,HamiAn01,3056354,3838,5,2016,1993-01-24,72.0,190,South Carolina State,2016,,,false,player_identity,training
2021,1,REG,ARI,TE,TE,81,ACT,A01,Darrell Daniels,Darrell,Darrell,Daniels,00-0033258,DaniDa02,3052166,4323,4,2017,1994-11-22,75.0,256,Washington,2017,,,false,player_identity,training
2021,1,REG,ARI,OL,T,72,DEV,P01,Eric Smith,Eric,Eric,Smith,00-0033414,SmitEr00,,,4,2017,1995-09-02,76.0,308,Virginia,2017,,,false,player_identity,training
2021,1,REG,ARI,OL,G,64,DEV,P01,Sean Harlow,Sean,Sean,Harlow,00-0033511,HarlSe00,,,4,2017,1995-03-28,76.0,284,Oregon State,2017,ATL,136,false,player_identity,training
2021,1,REG,ARI,DB,CB,24,DEV,P12,Rasul Douglas,Rasul,Rasul,Douglas,00-0033551,DougRa00,3943270,4136,4,2017,1994-08-29,74.0,209,West Virginia,2017,PHI,99,false,player_identity,training
2021,1,REG,ARI,RB,RB,6,ACT,A01,James Conner,James,James,Conner,00-0033553,ConnJa00,3045147,4137,4,2017,1995-05-05,73.0,233,Pittsburgh,2017,PIT,105,false,player_identity,training
2021,1,REG,ARI,LB,ILB,51,ACT,A01,Tanner Vallejo,Tanner,Tanner,Vallejo,00-0033580,VallTa00,3042895,4225,4,2017,1994-12-16,73.0,228,Boise State,2017,BUF,195,false,player_identity,training
2021,1,REG,ARI,DL,DE,92,DEV,P06,Jeremiah Ledbetter,Jeremiah,Jeremiah,Ledbetter,00-0033582,LedbJe00,3892689,4240,4,2017,1994-05-29,75.0,295,Arkansas,2017,DET,205,false,player_identity,training
2021,1,REG,ARI,DB,SS,3,ACT,A01,Budda Baker,Budda,Budda,Baker,00-0033890,BakeBu00,3127287,4081,4,2017,1996-01-10,70.0,195,Washington,2017,ARI,36,false,player_identity,training
2021,1,REG,ARI,LB,OLB,49,ACT,A01,Kylie Fitts,Kylie,Kylie,Fitts,00-0034404,FittKy00,3047582,5069,3,2018,1994-10-11,76.0,260,Utah,2018,CHI,181,false,player_identity,training
2021,1,REG,ARI,LB,OLB,45,RES,R01,Dennis Gardeck,Dennis,Dennis,Gardeck,00-0034473,GardDe01,4334300,5158,3,2018,1994-08-09,72.0,232,Sioux Falls,2018,,,false,player_identity,training
2021,1,REG,ARI,LB,ILB,47,ACT,A01,Ezekiel Turner,Ezekiel,Ezekiel,Turner,00-0034490,TurnZe00,3894901,5161,3,2018,1996-06-09,74.0,214,Washington,2018,,,false,player_identity,training
2021,1,REG,ARI,P,P,16,CUT,W03,Ryan Winslow,Ryan,Ryan,Winslow,00-0034606,WinsRy00,3045166,5639,3,2018,1994-04-30,77.0,217,Pittsburgh,2018,,,false,player_identity,training
2021,1,REG,ARI,RB,RB,2,ACT,A01,Chase Edmonds,Chase,Chase,Edmonds,00-0034681,EdmoCh00,3119195,5000,3,2018,1996-04-13,69.0,210,Fordham,2018,ARI,134,false,player_identity,training
2021,1,REG,ARI,WR,WR,13,ACT,A01,Christian Kirk,Christian,Christian,Kirk,00-0034775,KirkCh01,3895856,4950,3,2018,1996-11-18,71.0,200,Texas A&amp;M,2018,ARI,47,false,player_identity,training
2021,1,REG,ARI,DL,DE,57,DEV,W03,Jamell Garcia-Williams,Jamell,Jamell,Garcia-Williams,00-0035023,,,,2,2019,,80.0,255,Alabama-Birmingham,2019,,,false,unavailable,training
2021,1,REG,ARI,WR,WR,33,RES,R59,Antoine Wesley,Antoine,Antoine,Wesley,00-0035126,WeslAn01,4043161,6165,2,2019,1997-10-22,76.0,206,Texas Tech,2019,,,false,player_identity,training
2021,1,REG,ARI,QB,QB,1,ACT,A01,Kyler Murray,Kyler,Kyler,Murray,00-0035228,MurrKy00,3917315,5849,2,2019,1997-08-07,70.0,207,Oklahoma,2019,ARI,1,false,player_identity,training
2021,1,REG,ARI,DB,CB,7,ACT,A01,Byron Murphy,Byron,Byron,Murphy,00-0035236,MurpBy00,4038999,5864,2,2019,1998-01-18,71.0,190,Washington,2019,ARI,33,false,player_identity,training
2021,1,REG,ARI,DL,DE,94,ACT,A01,Zach Allen,Zach,Zachary,Allen,00-0035248,AlleZa01,3915282,5871,2,2019,1997-08-20,77.0,281,Boston College,2019,ARI,65,false,player_identity,training
2021,1,REG,ARI,OL,T,66,INA,A01,Joshua Miles,Joshua,Joshua,Miles,00-0035317,MileJo00,,,2,2019,1996-01-04,77.0,314,Morgan State,2019,ARI,248,false,player_identity,training
2021,1,REG,ARI,OL,G,62,CUT,W03,Deion Calhoun,Deion,Deion,Calhoun,00-0035336,CalhSh01,,,2,2019,1996-02-20,75.0,310,Mississippi State,2019,,,false,player_identity,training
2021,1,REG,ARI,DL,DE,93,DEV,P01,Jonathan Ledbetter,Jonathan,Jonathan,Ledbetter,00-0035343,LedbJo01,3728308,5945,2,2019,1997-09-12,76.0,280,Georgia,2019,,,false,player_identity,training
2021,1,REG,ARI,DB,DB,35,CUT,W03,Picasso Nelson,Picasso,Picasso,Nelson,00-0035368,NelsPi00,,,2,2019,1996-04-15,70.0,195,Southern Mississippi,2019,,,false,player_identity,training
2021,1,REG,ARI,OL,G,60,DEV,P01,Koda Martin,Koda,Koda,Martin,00-0035431,MartKo00,,,2,2019,1995-08-21,79.0,304,Syracuse,2019,,,false,player_identity,training
2021,1,REG,ARI,WR,WR,83,CUT,W03,A.J. Richardson,A.J.,A.J.,Richardson,00-0035491,RichAJ00,3124369,6373,2,2019,1995-06-02,72.0,212,Boise State,2019,,,false,player_identity,training
2021,1,REG,ARI,WR,WR,83,DEV,P01,Greg Dortch,Greg,Greg,Dortch,00-0035500,DortGr01,4037235,5970,2,2019,1998-05-29,67.0,173,Wake Forest,2019,,,false,player_identity,training
2022,1,REG,ARI,P,P,14,ACT,A01,Andy Lee,Andy,Andy,Lee,00-0022824,LeexAn20,5713,112,18,2004,1982-08-11,73.0,185,Pittsburgh,2004,SF,188,false,player_identity,training
2022,1,REG,ARI,K,K,5,ACT,A01,Matt Prater,Matt,Matt,Prater,00-0023853,PratMa20,11122,17,16,2006,1984-08-10,70.0,201,Central Florida,2006,,,false,player_identity,training
2022,1,REG,ARI,QB,QB,12,RES,R01,Colt McCoy,Colt,Daniel,McCoy,00-0027688,McCoCo00,13199,533,12,2010,1986-09-05,73.0,212,Texas,2010,CLE,85,false,player_identity,training
2022,1,REG,ARI,WR,WR,18,ACT,A01,A.J. Green,A.J.,Adriel,Green,00-0027942,GreeA.00,13983,830,11,2011,1988-07-31,76.0,210,Georgia,2011,CIN,4,false,player_identity,training
2022,1,REG,ARI,DL,DE,99,INA,A01,J.J. Watt,J.J.,Justin,Watt,00-0027949,WattJ.00,13979,856,11,2011,1989-03-22,77.0,288,Wisconsin,2011,HOU,11,false,player_identity,training
